City,wind_direction,avg_wind_speed,avg_humidity,avg_pressure,avg_temperature,total_records
Vancouver,232,1.2857142857142858,70.64285714285714,1030.3076923076924,288.5532576753572,14
Vancouver,224,1.3846153846153846,76.3076923076923,1015.3333333333334,287.5852548966923,13
Vancouver,216,1.368421052631579,77.73684210526316,1031.388888888889,285.1667632287895,19
Vancouver,208,1.4615384615384615,75.6923076923077,1006.6923076923077,286.44444216823075,13
Vancouver,225,1.4615384615384615,69.6923076923077,1028.7272727272727,285.44857484584617,13
Vancouver,262,1.2142857142857142,80,1026.1538461538462,286.48073214285716,14
Vancouver,260,3.2102564102564104,75.97927461139896,1017.4248704663213,285.97431353243076,195
Vancouver,190,3.1688741721854305,80.13689482470785,1015.3156089193825,284.87946618366885,604
Vancouver,249,1.1818181818181819,79.27272727272727,1019.4545454545455,286.14557986527274,11
Vancouver,270,3.889830508474576,78.17521367521367,1017.2869565217392,285.81296201350403,236
Vancouver,210,3.088709677419355,76.25409836065573,1016.6837606837607,285.18252688172174,248
Vancouver,228,1.0869565217391304,77.52173913043478,1021.6363636363636,287.10669955256515,23
Vancouver,180,3.2864077669902914,78.49261083743842,1014.0654362416108,284.73296827937395,618
Vancouver,235,0.8461538461538461,81.84615384615384,1034,285.9351153846154,13
Vancouver,220,2.8733031674208145,74.4675925925926,1016.0909090909091,285.77725961356106,221
Vancouver,266,1.4736842105263157,76.3157894736842,1013.7368421052631,286.04074097057895,19
Vancouver,240,2.971830985915493,74.22009569377991,1019.7487922705315,287.2202864068217,213
Vancouver,241,1.4,87.4,1039.25,283.18040702919996,5
Vancouver,212,0.875,86.5,1028,283.474791666625,8
Vancouver,200,3.3989501312335957,77.35733333333333,1015.8812154696133,285.41163348693436,381
Vancouver,267,1.88,80.8,1031.32,283.24644825807997,25
Vancouver,196,0.8,82,1025,286.2382333334,5
Vancouver,230,1.6648793565683646,81.65564738292011,1020.4175824175824,283.1976072386059,373
Vancouver,248,1.55,79.75,1034.45,285.4807126256,20
Vancouver,250,3.1465968586387434,74.90322580645162,1018.7814207650273,286.99674407618323,191
Vancouver,201,1.5,83.7,1033.6,281.9136814978,10
Vancouver,185,0.9285714285714286,91,1020.6666666666666,283.47164800742854,14
Vancouver,205,1.9375,85.8125,1023.8571428571429,281.00884998481246,16
Vancouver,259,1.2727272727272727,77.9090909090909,1046.8181818181818,284.6828115436364,11
Vancouver,203,1.4,89.44444444444444,1029,282.9742666666999,10
Vancouver,243,0.95,76.9,1022,287.39354912539994,20
Vancouver,256,0.8888888888888888,77.55555555555556,1032.888888888889,286.2827632963333,18
Vancouver,198,2.8461538461538463,86,1018.9230769230769,283.9447678538462,13
Vancouver,246,2.3333333333333335,81.5,1015.2,282.1008044633333,6
Vancouver,213,2.6153846153846154,80.92307692307692,1013.3846153846154,286.83980963176924,13
Vancouver,245,1.125,72.375,1028.375,287.64383333337497,8
Vancouver,264,1.7142857142857142,75.21428571428571,1028.923076923077,285.15577338764285,14
Vancouver,247,1.3,73.3,1011.2222222222222,287.7146919789,10
Vancouver,269,0.7142857142857143,72.71428571428571,1059.0714285714287,284.3535728446429,14
Vancouver,221,1.8461538461538463,81.92307692307692,1029.6153846153845,284.9724977721539,13
Vancouver,238,1.1764705882352942,79.88235294117646,1050.5294117647059,284.2108578724118,17
Vancouver,194,1.5454545454545454,87.63636363636364,1021.0909090909091,286.96199906672723,11
Vancouver,242,1,74.33333333333333,1040.7777777777778,286.4345767968889,9
Vancouver,222,0.42857142857142855,80.57142857142857,1022.7142857142857,286.74881125092855,14
Vancouver,244,1.105263157894737,82.73684210526316,1019.421052631579,287.0183061475789,19
Vancouver,263,1.4285714285714286,78.76190476190476,1023.4761904761905,284.6974963361904,21
Vancouver,229,1.8,80.6,1036.3,287.6329731705,10
Vancouver,253,1.3076923076923077,83,1028.6153846153845,286.44728660892304,13
Vancouver,265,0.75,85.375,1024,285.21827144324993,8
Vancouver,233,1,80.5,1025.25,284.57892850225,8
Vancouver,236,1.25,67.5,1018.6875,290.19415490893743,16
Vancouver,226,1.2857142857142858,84,1029.7142857142858,286.19776474592857,14
Vancouver,268,1.5,84.41666666666667,1040.25,284.5285015504167,12
Vancouver,251,2.75,84.5,1021.25,282.01235755862496,8
Vancouver,186,0.8,85.3,1020.8,284.8372166666,10
Vancouver,255,1.7333333333333334,78.6,1045.6,283.9957718157333,15
Vancouver,218,1.2,76.3,1008.2,285.87432185399996,10
Vancouver,254,2.111111111111111,79.11111111111111,1030.7777777777778,285.04038313633333,9
Vancouver,189,2.4,82.6,1011.75,287.2105659574,5
Vancouver,195,3,86.25,1016.8571428571429,284.435391355125,8
Vancouver,184,1.7142857142857142,75.85714285714286,1015.1666666666666,289.30309100414286,7
Vancouver,192,1.6666666666666667,84.33333333333333,1018.7777777777778,286.8386820863333,9
Vancouver,206,2.125,90.125,1012.875,284.19145962000005,8
Vancouver,207,1.25,89.1875,1014.9375,284.88576400450006,16
Vancouver,191,0.6666666666666666,71,1024.3333333333333,287.77933333333334,3
Vancouver,258,0.375,72.375,1030.625,289.036627615125,8
Vancouver,239,1,65.5,1022.5,290.46000000000004,2
Vancouver,193,1.5,84.66666666666667,1015.3333333333334,288.6329068323333,6
Vancouver,182,1.5625,80.25,1013.125,284.8326272688125,16
Vancouver,183,2.5384615384615383,80,1013.5384615384615,285.00862596938464,13
Vancouver,202,1.3,85.1,1016.1,286.888843327,20
Vancouver,211,0.7777777777777778,83,1017.6666666666666,285.20116093322224,9
Vancouver,231,1.5555555555555556,85,1019.2222222222222,283.86069412666666,9
Vancouver,181,1.7777777777777777,90,1026.2222222222222,282.0922174171111,9
Vancouver,188,1.9230769230769231,89.23076923076923,1013.7692307692307,286.0861538461538,13
Vancouver,199,2,88.66666666666667,1019.5833333333334,285.05963608224994,12
Vancouver,252,0.5454545454545454,73.36363636363636,1023.5454545454545,292.035521077,11
Vancouver,227,1.3333333333333333,80.55555555555556,1020.7777777777778,287.91930778233336,9
Vancouver,219,1.8333333333333333,84.25,1008.4166666666666,283.43387681375003,12
Vancouver,197,2,80.66666666666667,986.1666666666666,287.793944296,6
Vancouver,223,1.1428571428571428,74.85714285714286,1022,288.05137915657144,7
Vancouver,234,3.3333333333333335,83.08333333333333,1019.0833333333334,284.69015867858326,12
Vancouver,217,2.3333333333333335,89.44444444444444,1015.5555555555555,284.06088050399995,9
Vancouver,257,1.25,83.125,1022.875,285.96289455,8
Vancouver,237,1,83.66666666666667,1013.5,286.1780222001667,6
Vancouver,261,2.25,81.25,1025.75,282.404117267375,8
