City,weather_description,avg_temperature,avg_humidity,avg_pressure,total_records
"Saint Louis","moderate rain",302.57449717842053,75.69318181818181,1017.5454545454545,88
"Saint Louis","thunderstorm with light rain",301.95799999999997,63.4,1014.4,5
"Saint Louis","light intensity drizzle",303.19,59.53846153846154,1014.4615384615385,13
"Saint Louis","thunderstorm with rain",303.1333333333333,66,1009.3333333333334,3
"Saint Louis","heavy intensity rain",301.19175973944436,72.66666666666667,1012.8888888888889,18
"Saint Louis",mist,301.23699999999997,71.95,1015.15,20
"Saint Louis","very heavy rain",304.08000000000004,56,1007.5,2
"Saint Louis",squalls,303.33,66,1017,1
"Saint Louis","thunderstorm with heavy rain",300.48,69,1015,1
"Saint Louis",fog,300.17,88,1014,1
Chicago,"sky is clear",302.3998421439656,50.27619047619048,1014.64,527
Chicago,"scattered clouds",302.1105071617868,48.650704225352115,1014.2422535211267,357
Chicago,"few clouds",302.5770425825198,48.58870967741935,1015.6814516129032,250
Chicago,"broken clouds",301.8012270133112,51.90088105726872,1013.5176211453745,463
Chicago,"overcast clouds",301.28086885245904,58,1011.2295081967213,61
Chicago,"light rain",302.2149746835444,58.63291139240506,1012.4810126582279,158
Chicago,thunderstorm,302.47105263157897,57.94736842105263,1013.421052631579,19
Chicago,"moderate rain",302.22905029863057,59.17391304347826,1014.304347826087,46
Chicago,"thunderstorm with heavy rain",300.355,59,1014.5,2
Chicago,"proximity thunderstorm",301.96096774193546,58.29032258064516,1013.5483870967741,31
Chicago,"heavy intensity rain",301.13000000000005,64.16666666666667,1013.5,6
Chicago,haze,301.6774193548389,57.096774193548384,1014.6451612903226,62
Chicago,"thunderstorm with light rain",301.7362499999999,59.5,1012.625,8
Chicago,"thunderstorm with rain",301.71,70,1002,1
Chicago,mist,300.65875000000005,68,1013.5,8
Chicago,dust,300.04,54,1002,1
Chicago,"light intensity drizzle",302.78,74,1011,1
Chicago,"proximity shower rain",301.125,52.5,1017.5,2
Nashville,"sky is clear",302.8547412646155,52.3324080499653,1017.9119278779473,1444
Nashville,"broken clouds",303.30707805079,53.26340694006309,1016.9574132492114,1274
Nashville,"scattered clouds",303.26645160266946,52.41839495040577,1017.8791704238052,1112
Nashville,"overcast clouds",302.5201032582176,57.18709677419355,1016.6064516129032,161
Nashville,"few clouds",302.7227804570474,51.89260808926081,1018.1617852161785,718
Nashville,"light rain",302.3906068410731,63.49270072992701,1018.1204379562043,274
Nashville,"moderate rain",302.202447066909,65.74125874125875,1019.4895104895105,143
Nashville,"heavy intensity rain",301.7689613031778,65.46666666666667,1020.7777777777778,45
Nashville,"proximity thunderstorm",302.670625,61.4375,1016.4375,32
Nashville,"thunderstorm with rain",300.32,61,1020,1
Nashville,thunderstorm,302.7505128205128,62.1025641025641,1015.974358974359,39
Nashville,mist,301.4627777777778,72.44444444444444,1014.7777777777778,18
Nashville,"thunderstorm with light rain",302.91600000000005,68.6,1014,5
Nashville,"very heavy rain",300.82857142857137,60.57142857142857,1017.4285714285714,7
Nashville,fog,300.75,94,1016,1
Nashville,haze,302.32499999999993,62.25,1015.875,16
Indianapolis,"scattered clouds",302.2340732101481,54.99038461538461,1016.9586776859504,728
Indianapolis,"few clouds",302.0784701900473,56.03284671532847,1018.0477941176471,274
Indianapolis,"sky is clear",302.41300417264847,53.105932203389834,1017.2902542372881,944
Indianapolis,"broken clouds",302.003771477227,58.45867098865478,1015.5153970826581,617
Indianapolis,"thunderstorm with light rain",301.40999999999997,65,1019,2
Indianapolis,thunderstorm,301.46761904761894,61.23809523809524,1015.35,21
Indianapolis,"light rain",301.60020177943375,66.22123893805309,1017.7610619469026,113
Indianapolis,"proximity thunderstorm",301.685,60.76923076923077,1015.3461538461538,26
Indianapolis,"moderate rain",301.77160369736845,70.84210526315789,1020.9473684210526,57
Indianapolis,"heavy intensity rain",301.5518,73.06666666666666,1015.1333333333333,15
Indianapolis,"overcast clouds",301.07175427350006,64.57692307692308,1016.5,78
Indianapolis,haze,301.48999999999995,61.42857142857143,1014.2857142857143,7
Indianapolis,"very heavy rain",300.67,82.66666666666667,1016,3
Indianapolis,mist,300.49,72,1013,3
Indianapolis,"light intensity drizzle",300.97,69,1007,1
Indianapolis,"thunderstorm with heavy rain",300.5,94,1017,1
Atlanta,"sky is clear",302.55265560649315,53.813065326633165,1018.7301507537688,1990
Atlanta,"scattered clouds",302.75890079509816,57.52466367713004,1017.3049327354261,892
Atlanta,"broken clouds",302.38572601985135,58.93451327433628,1018.0973451327434,565
Atlanta,"overcast clouds",301.98844628099187,60.88429752066116,1017.6115702479339,121
Atlanta,"few clouds",302.8299422334108,55.20683760683761,1017.5931623931624,585
Atlanta,"proximity thunderstorm",302.9062698412698,63.91269841269841,1016.5396825396825,126
Atlanta,"light rain",302.11291228495463,64.42619047619047,1021.245238095238,420
Atlanta,"moderate rain",301.87511934812886,71.17791411042944,1022.3803680981595,163
Atlanta,thunderstorm,302.906282051282,64.65384615384616,1016.7179487179487,78
Atlanta,mist,301.15604651162795,77.06976744186046,1016.2325581395348,43
Atlanta,"light intensity drizzle",301.56,68,1017.7272727272727,11
Atlanta,"heavy intensity rain",301.51197849464523,73.16129032258064,1018.6129032258065,31
Atlanta,"thunderstorm with light rain",301.8454545454546,63.72727272727273,1015.8181818181819,11
Atlanta,haze,303.15838709677394,59.34193548387097,1018.1548387096774,155
Atlanta,"light intensity shower rain",301.66833333333335,59.833333333333336,1015.6666666666666,6
Atlanta,fog,301.21,81.33333333333333,1017.3333333333334,3
Atlanta,"thunderstorm with heavy rain",301.7633333333333,64.66666666666667,1018,3
Atlanta,"thunderstorm with rain",302.575,65,1017.5,2
Atlanta,drizzle,300.81333333333333,72.33333333333333,1016.6666666666666,3
Detroit,"sky is clear",302.04900186718794,46.82434301521438,1015.9405255878285,723
Detroit,"broken clouds",301.7611260250522,52.45381526104418,1013.9638554216867,249
Detroit,"scattered clouds",302.0111465556922,49.494082840236686,1014.5325443786983,338
Detroit,haze,302.3893939393939,62.81818181818182,1014.8484848484849,33
Detroit,"overcast clouds",301.99359375,55.359375,1013.6875,64
Detroit,"light rain",302.01752162015373,60.31868131868132,1014.2197802197802,91
Detroit,"heavy intensity rain",301.18300409737503,58.25,1014.375,8
Detroit,"thunderstorm with rain",302.46,53,1014.5,2
Detroit,"moderate rain",302.0231414355,72.29545454545455,1016.2727272727273,44
Detroit,"few clouds",301.9735199893619,54.87619047619047,1016.3714285714286,105
Detroit,"proximity thunderstorm",301.8270833333334,59.208333333333336,1013.2916666666666,24
Detroit,mist,300.3325,63.625,1014.5,8
Detroit,"thunderstorm with heavy rain",303.38,46,1021,1
Detroit,thunderstorm,301.7509090909091,54.63636363636363,1015.9090909090909,11
Detroit,"light intensity shower rain",301.4907692307693,59.53846153846154,1011.9230769230769,13
Detroit,"proximity shower rain",301.4535714285715,61.857142857142854,1011.9285714285714,14
Detroit,"thunderstorm with light rain",301.3066666666667,67.33333333333333,1014.6666666666666,3
Detroit,"shower rain",301.25,94,1008,1
Detroit,"light intensity drizzle",300.11,61,1004,1
Jacksonville,"few clouds",302.7948033781271,62.48769574944072,1021.5055928411633,894
Jacksonville,"scattered clouds",302.95341270111993,61.839642119752234,1018.691672401927,1453
Jacksonville,"sky is clear",302.5481491726431,65.8497191011236,1021.0392890551917,2138
Jacksonville,"broken clouds",302.6764244230182,61.91391509433962,1017.3573113207547,1696
Jacksonville,"proximity shower rain",302.6611538461538,66.84615384615384,1016.1923076923077,26
Jacksonville,"moderate rain",302.3967773905107,78.98812351543943,1024.351543942993,421
Jacksonville,"overcast clouds",301.4930275008822,72.24242424242425,1018.942760942761,297
Jacksonville,mist,301.2114084507044,77.02112676056338,1015.4014084507043,142
Jacksonville,"heavy intensity rain",301.63831223027535,76.27536231884058,1021.4347826086956,69
Jacksonville,"thunderstorm with light rain",302.07200000000006,65.46666666666667,1015.5333333333333,15
Jacksonville,"light rain",302.43345619902476,71.71092831962397,1022.6980023501762,851
Jacksonville,thunderstorm,302.9696491228072,67.39649122807018,1016.0842105263158,285
Jacksonville,"proximity thunderstorm",302.8733766233769,68.14935064935065,1015.8441558441558,154
Jacksonville,"thunderstorm with heavy rain",302.29499999999996,63.75,1017,4
Jacksonville,"thunderstorm with rain",302.1075,75.91666666666667,1015.5833333333334,12
Jacksonville,haze,302.371374570447,64.89003436426117,1016.2749140893471,291
Jacksonville,fog,301.2466666666667,88.5,1015.6666666666666,6
